Name,Value,Type
cb4_v919,"0.00, 0.00, 0.00, 1.00",float4
cb4_v920,"0.00, 0.00, 0.00, 1.00",float4
cb4_v921,"0.00, 0.00, 0.00, 1.00",float4
cb4_v922,"0.00, 0.00, 0.00, 1.00",float4
cb4_v923,"0.00, 0.00, 0.00, 1.00",float4
cb4_v924,"0.00, 0.00, 0.00, 1.00",float4
cb4_v925,"0.00, 0.00, 0.00, 1.00",float4
cb4_v926,"0.00, 0.00, 0.00, 1.00",float4
cb4_v927,"0.00, 0.00, 0.00, 1.00",float4
cb4_v928,"0.00, 0.00, 0.00, 1.00",float4
cb4_v929,"0.00, 0.00, 0.00, 1.00",float4
cb4_v930,"0.00, 0.00, 0.00, 1.00",float4
cb4_v931,"0.00, 0.00, 0.00, 1.00",float4
cb4_v932,"0.00, 0.00, 0.00, 1.00",float4
cb4_v933,"0.00, 0.00, 0.00, 1.00",float4
cb4_v934,"0.00, 0.00, 0.00, 1.00",float4
cb4_v935,"0.00, 0.00, 0.00, 1.00",float4
cb4_v936,"0.00, 0.00, 0.00, 1.00",float4
cb4_v937,"0.00, 0.00, 0.00, 1.00",float4
cb4_v938,"0.00, 0.00, 0.00, 1.00",float4
cb4_v939,"0.00, 0.00, 0.00, 1.00",float4
cb4_v940,"0.00, 0.00, 0.00, 1.00",float4
cb4_v941,"0.00, 0.00, 0.00, 1.00",float4
cb4_v942,"0.00, 0.00, 0.00, 1.00",float4
cb4_v943,"0.00, 0.00, 0.00, 1.00",float4
cb4_v944,"0.00, 0.00, 0.00, 1.00",float4
cb4_v945,"0.00, 0.00, 0.00, 1.00",float4
cb4_v946,"0.00, 0.00, 0.00, 1.00",float4
cb4_v947,"0.00, 0.00, 0.00, 1.00",float4
cb4_v948,"0.00, 0.00, 0.00, 1.00",float4
cb4_v949,"0.00, 0.00, 0.00, 1.00",float4
cb4_v950,"0.00, 0.00, 0.00, 1.00",float4
cb4_v951,"0.00, 0.00, 0.00, 1.00",float4
cb4_v952,"0.00, 0.00, 0.00, 1.00",float4
cb4_v953,"0.00, 0.00, 0.00, 1.00",float4
cb4_v954,"0.00, 0.00, 0.00, 1.00",float4
cb4_v955,"0.00, 0.00, 0.00, 1.00",float4
cb4_v956,"0.00, 0.00, 0.00, 1.00",float4
cb4_v957,"0.00, 0.00, 0.00, 1.00",float4
cb4_v958,"0.00, 0.00, 0.00, 1.00",float4
cb4_v959,"0.00, 0.00, 0.00, 1.00",float4
cb4_v960,"0.00, 0.00, 0.00, 1.00",float4
cb4_v961,"0.00, 0.00, 0.00, 1.00",float4
cb4_v962,"0.00, 0.00, 0.00, 1.00",float4
cb4_v963,"0.00, 0.00, 0.00, 1.00",float4
cb4_v964,"0.00, 0.00, 0.00, 1.00",float4
cb4_v965,"0.00, 0.00, 0.00, 1.00",float4
cb4_v966,"0.00, 0.00, 0.00, 1.00",float4
cb4_v967,"0.00, 0.00, 0.00, 1.00",float4
cb4_v968,"0.00, 0.00, 0.00, 1.00",float4
cb4_v969,"0.00, 0.00, 0.00, 1.00",float4
cb4_v970,"0.00, 0.00, 0.00, 1.00",float4
cb4_v971,"0.00, 0.00, 0.00, 1.00",float4
cb4_v972,"0.00, 0.00, 0.00, 1.00",float4
cb4_v973,"0.00, 0.00, 0.00, 1.00",float4
cb4_v974,"0.00, 0.00, 0.00, 1.00",float4
cb4_v975,"0.00, 0.00, 0.00, 1.00",float4
cb4_v976,"0.00, 0.00, 0.00, 1.00",float4
cb4_v977,"0.00, 0.00, 0.00, 1.00",float4
cb4_v978,"0.00, 0.00, 0.00, 1.00",float4
cb4_v979,"0.00, 0.00, 0.00, 1.00",float4
cb4_v980,"0.00, 0.00, 0.00, 1.00",float4
cb4_v981,"0.00, 0.00, 0.00, 1.00",float4
cb4_v982,"0.00, 0.00, 0.00, 1.00",float4
cb4_v983,"0.00, 0.00, 0.00, 1.00",float4
cb4_v984,"0.00, 0.00, 0.00, 1.00",float4
cb4_v985,"0.00, 0.00, 0.00, 1.00",float4
cb4_v986,"0.00, 0.00, 0.00, 1.00",float4
cb4_v987,"0.00, 0.00, 0.00, 1.00",float4
cb4_v988,"0.00, 0.00, 0.00, 1.00",float4
cb4_v989,"0.00, 0.00, 0.00, 1.00",float4
cb4_v990,"0.00, 0.00, 0.00, 1.00",float4
cb4_v991,"0.00, 0.00, 0.00, 1.00",float4
cb4_v992,"0.00, 0.00, 0.00, 1.00",float4
cb4_v993,"0.00, 0.00, 0.00, 1.00",float4
cb4_v994,"0.00, 0.00, 0.00, 1.00",float4
cb4_v995,"0.00, 0.00, 0.00, 1.00",float4
cb4_v996,"0.00, 0.00, 0.00, 1.00",float4
cb4_v997,"0.00, 0.00, 0.00, 1.00",float4
cb4_v998,"0.00, 0.00, 0.00, 1.00",float4
cb4_v999,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1000,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1001,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1002,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1003,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1004,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1005,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1006,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1007,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1008,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1009,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1010,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1011,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1012,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1013,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1014,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1015,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1016,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1017,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1018,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1019,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1020,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1021,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1022,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1023,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1024,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1025,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1026,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1027,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1028,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1029,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1030,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1031,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1032,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1033,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1034,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1035,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1036,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1037,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1038,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1039,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1040,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1041,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1042,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1043,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1044,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1045,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1046,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1047,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1048,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1049,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1050,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1051,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1052,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1053,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1054,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1055,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1056,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1057,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1058,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1059,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1060,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1061,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1062,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1063,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1064,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1065,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1066,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1067,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1068,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1069,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1070,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1071,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1072,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1073,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1074,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1075,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1076,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1077,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1078,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1079,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1080,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1081,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1082,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1083,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1084,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1085,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1086,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1087,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1088,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1089,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1090,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1091,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1092,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1093,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1094,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1095,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1096,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1097,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1098,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1099,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1100,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1101,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1102,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1103,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1104,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1105,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1106,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1107,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1108,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1109,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1110,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1111,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1112,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1113,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1114,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1115,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1116,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1117,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1118,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1119,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1120,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1121,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1122,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1123,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1124,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1125,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1126,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1127,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1128,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1129,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1130,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1131,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1132,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1133,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1134,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1135,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1136,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1137,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1138,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1139,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1140,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1141,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1142,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1143,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1144,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1145,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1146,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1147,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1148,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1149,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1150,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1151,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1152,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1153,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1154,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1155,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1156,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1157,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1158,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1159,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1160,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1161,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1162,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1163,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1164,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1165,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1166,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1167,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1168,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1169,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1170,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1171,"-0.97473, 0.01865, -4.62352E+30, 4.59037E-41",float4
cb4_v1172,"0.00, 0.99651, 0.0835, 0.00",float4
cb4_v1173,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1174,"3.21430E-41, 0.00, -1.35288E+30, 4.59037E-41",float4
cb4_v1175,"-0.97473, 0.01865, -4.62352E+30, 4.59037E-41",float4
cb4_v1176,"0.00, 0.99651, 0.0835, 0.00",float4
cb4_v1177,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1178,"3.21430E-41, 0.00, -1.35288E+30, 4.59037E-41",float4
cb4_v1179,"-0.97473, 0.01865, -4.62352E+30, 4.59037E-41",float4
cb4_v1180,"0.00, 0.99651, 0.0835, 0.00",float4
cb4_v1181,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1182,"3.21430E-41, 0.00, -1.35288E+30, 4.59037E-41",float4
cb4_v1183,"-0.97473, 0.01865, -4.62352E+30, 4.59037E-41",float4
cb4_v1184,"0.00, 0.99651, 0.0835, 0.00",float4
cb4_v1185,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1186,"3.21430E-41, 0.00, -1.35288E+30, 4.59037E-41",float4
cb4_v1187,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1188,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1189,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1190,"8.41324, 17.27703, 0.05336, 1.00",float4
cb4_v1191,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1192,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1193,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1194,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1195,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1196,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1197,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1198,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1199,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1200,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1201,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1202,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1203,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1204,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1205,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1206,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1207,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1208,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1209,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1210,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1211,"-0.97473, 0.01865, -4.62352E+30, 4.59037E-41",float4
cb4_v1212,"0.00, 0.99651, 0.0835, 0.00",float4
cb4_v1213,"0.00, 0.00, 0.00, 1.00",float4
cb4_v1214,"3.21430E-41, 0.00, -1.35288E+30, 4.59037E-41",float4
cb4_v1215,"0.00053, -0.00026, 0.00, 0.00",float4
cb4_v1216,"0.00033, 0.00043, 0.00, 0.00",float4
cb4_v1217,"0.00, 0.00, 0.00067, 0.00",float4
cb4_v1218,"4.95138, 17.39582, 0.05338, 1.00",float4
cb4_v1219,"0.00, 5.32493E-43, 1.83671E-40, 5.08811E-42",float4
cb4_v1220,"1.83671E-40, 0.00, 1.50747E-11, 4.59149E-41",float4
cb4_v1221,"1.40130E-45, 0.00, 4.20390E-45, 0.00",float4
cb4_v1222,"3.19258E+08, 5.32493E-43, 0.00, 0.00",float4
cb4_v1223,"0.02814, 1.40130E-45, 1.49011E-11, 4.59149E-41",float4
cb4_v1224,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1225,"2.86986E-42, 0.00, 1.40130E-45, 0.00",float4
cb4_v1226,"4.20390E-45, 0.00, 3.19258E+08, 5.32493E-43",float4
cb4_v1227,"1.83102E+17, 5.32493E-43, 0.02814, 1.16308E-43",float4
cb4_v1228,"1.40130E-45, 0.00, 1.49075E-11, 4.59149E-41",float4
cb4_v1229,"2.86986E-42, 0.00, 1.40130E-45, 0.00",float4
cb4_v1230,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v1231,"1.40130E-45, 0.00, -1.60532E-25, 6.09355E-41",float4
cb4_v1232,"0.02814, 1.16308E-43, 3.19258E+08, 5.32493E-43",float4
cb4_v1233,"3.19252E+08, 5.32493E-43, 4.04919E-41, 0.00",float4
cb4_v1234,"3.19249E+08, 5.32493E-43, 0.02814, 1.16308E-43",float4
cb4_v1235,"1.80270E-11, 4.59149E-41, 3.19269E+08, 5.32493E-43",float4
cb4_v1236,"3.19258E+08, 5.32493E-43, 1.47588E-11, 4.59149E-41",float4
cb4_v1237,"4.04919E-41, 0.00, 3.19249E+08, 5.32493E-43",float4
cb4_v1238,"0.02814, 1.16308E-43, 1.49059E-11, 4.59149E-41",float4
cb4_v1239,"0.02814, 1.16308E-43, 1.83123E+17, 5.32493E-43",float4
cb4_v1240,"1.80270E-11, 4.59149E-41, 1.50796E-11, 4.59149E-41",float4
cb4_v1241,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1242,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1243,"nan, nan, 3.19258E+08, 5.32493E-43",float4
cb4_v1244,"1.85393E-11, 4.59149E-41, 3.19269E+08, 5.32493E-43",float4
cb4_v1245,"0.00, 0.00, 1.47532E-11, 4.59149E-41",float4
cb4_v1246,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1247,"0.00, 0.00, 3.19252E+08, 5.32493E-43",float4
cb4_v1248,"0.00, 0.00, 3.19252E+08, 5.32493E-43",float4
cb4_v1249,"3.19258E+08, 5.32493E-43, 1.49858E-11, 4.59149E-41",float4
cb4_v1250,"0.02814, 1.16308E-43, 0.02814, 1.16308E-43",float4
cb4_v1251,"1.80270E-11, 4.59149E-41, 7.39886E-43, 0.00",float4
cb4_v1252,"1.40130E-45, 2.24208E-44, 1.26117E-44, 6.31369E-41",float4
cb4_v1253,"0.02814, 1.16308E-43, 1.26117E-44, 6.31369E-41",float4
cb4_v1254,"6.16430E+16, 2.80260E-45, 1.40130E-45, 0.00",float4
cb4_v1255,"0.00, 0.00, 1.83671E-40, 5.31092E-43",float4
cb4_v1256,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v1257,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1258,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1259,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1260,"nan, nan, 0.00, 0.00",float4
cb4_v1261,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1262,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1263,"0.02814, 1.16308E-43, 0.00, 0.00",float4
cb4_v1264,"1.40130E-45, 4.20390E-45, 0.00, 2.80260E-45",float4
cb4_v1265,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v1266,"1.40130E-45, 1.40130E-45, 0.00, 0.00",float4
cb4_v1267,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v1268,"2.86986E-42, 1.40130E-45, 1.40130E-45, 2.86986E-42",float4
cb4_v1269,"3.19270E+08, 5.32493E-43, 1.12104E-44, 0.00",float4
cb4_v1270,"3.51350E-22, 5.31092E-43, 1.83123E+17, 5.32493E-43",float4
cb4_v1271,"0.02814, 1.16308E-43, 0.00, 0.00",float4
cb4_v1272,"0.00, 0.00, 0.02814, 1.16308E-43",float4
cb4_v1273,"0.02814, 1.16308E-43, 0.00, 0.00",float4
cb4_v1274,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1275,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1276,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1277,"3.19258E+08, 5.32493E-43, 0.00, 0.00",float4
cb4_v1278,"0.02814, 1.16308E-43, 0.00, 0.00",float4
cb4_v1279,"1.40130E-45, 4.20390E-45, 0.00, 2.80260E-45",float4
cb4_v1280,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v1281,"1.40130E-45, 1.40130E-45, 0.00, 0.00",float4
cb4_v1282,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v1283,"2.86986E-42, 1.40130E-45, 1.40130E-45, 2.86986E-42",float4
cb4_v1284,"1.40130E-45, 1.40130E-45, 0.00, 0.00",float4
cb4_v1285,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1286,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1287,"0.00, 0.00, 1.13954E-14, 5.31092E-43",float4
cb4_v1288,"1.10422E-42, 0.00, 0.00, 0.00",float4
cb4_v1289,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1290,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1291,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1292,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1293,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1294,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1295,"0.00, 0.00, 1.97180E-07, 4.59149E-41",float4
cb4_v1296,"3.24734E-37, 0.00, 3.51726E-43, 0.00",float4
cb4_v1297,"-0.00877, 5.31092E-43, 0.00, 0.00",float4
cb4_v1298,"0.00, nan, nan, nan",float4
cb4_v1299,"0.00, nan, 1.24776E-24, 5.31092E-43",float4
cb4_v1300,"nan, nan, 1.24723E-24, 5.31092E-43",float4
cb4_v1301,"1.24730E-24, 5.31092E-43, nan, nan",float4
cb4_v1302,"6.72623E-44, 0.00, 1.24756E-24, 5.31092E-43",float4
cb4_v1303,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1304,"0.00, 0.00, 6.72623E-44, 0.00",float4
cb4_v1305,"4.48416E-44, 0.00, 1.12104E-44, 0.00",float4
cb4_v1306,"3.19258E+08, 5.32493E-43, 1.50729E-11, 4.59149E-41",float4
cb4_v1307,"4.20390E-45, 0.00, 1.97163E-07, 4.59149E-41",float4
cb4_v1308,"1.24723E-24, 5.31092E-43, 1.40130E-45, 0.00",float4
cb4_v1309,"3.19258E+08, 5.32493E-43, 1.50729E-11, 4.59149E-41",float4
cb4_v1310,"3.19251E+08, 5.32493E-43, 1.48916E-11, 4.59149E-41",float4
cb4_v1311,"1.78200E-11, 4.59149E-41, 0.00, 0.00",float4
cb4_v1312,"1.80269E-11, 4.59149E-41, 3.19261E+08, 5.32493E-43",float4
cb4_v1313,"3.19258E+08, 5.32493E-43, 1.50728E-11, 4.59149E-41",float4
cb4_v1314,"3.19251E+08, 5.32493E-43, 1.48918E-11, 4.59149E-41",float4
cb4_v1315,"1.80269E-11, 4.59149E-41, 1.50728E-11, 4.59149E-41",float4
cb4_v1316,"1.79036E-11, 4.59149E-41, 0.02814, 1.16308E-43",float4
cb4_v1317,"3.19249E+08, 5.32493E-43, 1.48835E-11, 4.59149E-41",float4
cb4_v1318,"3.19263E+08, 5.32493E-43, 1.40130E-45, 0.00",float4
cb4_v1319,"1.80269E-11, 4.59149E-41, 1.50801E-11, 4.59149E-41",float4
cb4_v1320,"1.79036E-11, 4.59149E-41, 0.02814, 1.16308E-43",float4
cb4_v1321,"3.19249E+08, 5.32493E-43, 0.00, 0.00",float4
cb4_v1322,"3.19263E+08, 5.32493E-43, 1.50729E-11, 4.59149E-41",float4
cb4_v1323,"3.19253E+08, 5.32493E-43, 1.50964E-11, 4.59149E-41",float4
cb4_v1324,"1.80365E-11, 4.59149E-41, 3.19254E+08, 5.32493E-43",float4
cb4_v1325,"8.96831E-44, 0.00, 0.00, 0.00",float4
cb4_v1326,"0.00, 0.00, 1.48916E-11, 4.59149E-41",float4
cb4_v1327,"1.78196E-11, 4.59149E-41, 0.00, 0.00",float4
